Attendance_ID,Employee_ID,CheckIn,CheckOut
10581,123,2023-12-21 12:08:16,2023-12-21 22:08:16
10582,57,2023-04-01 19:03:13,2023-04-02 06:03:13
10583,171,2023-02-12 03:21:11,2023-02-12 11:21:11
10584,180,2023-11-28 03:05:45,2023-11-28 14:05:45
10585,85,2023-12-02 07:02:25,2023-12-02 15:02:25
10586,82,2023-05-04 04:41:48,2023-05-04 13:41:48
10587,10,2023-09-17 03:00:29,2023-09-17 12:00:29
10588,50,2023-09-12 20:35:59,2023-09-13 04:35:59
10589,133,2023-12-29 23:39:45,2023-12-30 11:39:45
10590,189,2023-04-28 14:34:57,2023-04-28 23:34:57
10591,14,2023-06-26 12:34:47,2023-06-26 22:34:47
10592,184,2023-08-09 10:15:04,2023-08-09 20:15:04
10593,48,2023-03-31 23:41:52,2023-04-01 07:41:52
10594,41,2023-03-31 18:04:15,2023-04-01 06:04:15
10595,45,2023-11-07 05:03:36,2023-11-07 12:03:36
10596,189,2023-11-08 05:13:05,2023-11-08 14:13:05
10597,167,2023-12-10 17:08:00,2023-12-10 23:08:00
10598,160,2023-06-01 20:15:01,2023-06-02 03:15:01
10599,109,2023-07-27 08:38:28,2023-07-27 18:38:28
10600,48,2023-06-25 23:58:50,2023-06-26 05:58:50
10601,45,2023-01-03 19:45:31,2023-01-04 05:45:31
10602,50,2023-08-14 18:42:59,2023-08-15 05:42:59
10603,137,2023-11-02 09:40:04,2023-11-02 17:40:04
10604,92,2023-02-05 12:35:12,2023-02-05 22:35:12
10605,37,2023-12-06 04:44:36,2023-12-06 10:44:36
10606,154,2023-05-20 18:18:35,2023-05-21 04:18:35
10607,55,2023-04-25 19:43:18,2023-04-26 02:43:18
10608,133,2023-10-09 02:10:51,2023-10-09 13:10:51
10609,59,2023-07-15 08:46:29,2023-07-15 19:46:29
10610,188,2023-01-22 14:15:39,2023-01-23 02:15:39
10611,30,2023-11-30 16:05:43,2023-12-01 04:05:43
10612,80,2023-08-19 21:00:56,2023-08-20 03:00:56
10613,135,2023-04-17 05:36:23,2023-04-17 12:36:23
10614,27,2023-01-29 07:38:49,2023-01-29 17:38:49
10615,92,2023-01-22 18:41:58,2023-01-23 04:41:58
10616,26,2023-06-13 02:24:48,2023-06-13 08:24:48
10617,180,2023-10-17 23:57:55,2023-10-18 05:57:55
10618,114,2023-12-23 14:03:20,2023-12-23 23:03:20
10619,32,2023-02-04 03:26:32,2023-02-04 10:26:32
10620,27,2023-07-26 13:37:32,2023-07-26 21:37:32
10621,164,2023-02-20 08:03:34,2023-02-20 20:03:34
10622,97,2023-10-24 19:23:46,2023-10-25 02:23:46
10623,126,2023-07-24 03:31:36,2023-07-24 15:31:36
10624,88,2023-10-22 11:20:35,2023-10-22 22:20:35
10625,100,2023-10-19 21:55:06,2023-10-20 07:55:06
10626,66,2023-07-26 19:01:30,2023-07-27 07:01:30
10627,187,2023-04-19 00:40:06,2023-04-19 08:40:06
10628,23,2023-11-29 04:29:07,2023-11-29 15:29:07
10629,55,2023-08-28 00:15:05,2023-08-28 12:15:05
10630,183,2023-03-30 08:37:30,2023-03-30 14:37:30
10631,80,2023-01-10 08:25:11,2023-01-10 18:25:11
10632,144,2023-09-03 14:09:52,2023-09-03 20:09:52
10633,178,2023-11-28 16:43:30,2023-11-29 01:43:30
10634,59,2023-10-06 07:24:44,2023-10-06 18:24:44
10635,200,2023-08-10 07:39:19,2023-08-10 19:39:19
10636,42,2023-07-24 07:04:09,2023-07-24 16:04:09
10637,95,2023-11-19 06:33:25,2023-11-19 18:33:25
10638,152,2023-06-16 20:59:21,2023-06-17 06:59:21
10639,164,2023-11-01 03:55:41,2023-11-01 12:55:41
10640,101,2023-04-04 19:11:17,2023-04-05 01:11:17
10641,174,2023-10-01 13:49:51,2023-10-01 20:49:51
10642,145,2023-09-15 00:14:42,2023-09-15 12:14:42
10643,34,2023-09-13 23:02:06,2023-09-14 09:02:06
10644,183,2023-09-25 07:06:12,2023-09-25 14:06:12
10645,110,2023-09-28 04:52:18,2023-09-28 15:52:18
10646,119,2023-06-09 11:31:04,2023-06-09 21:31:04
10647,36,2023-07-19 15:47:10,2023-07-20 00:47:10
10648,198,2023-12-24 18:35:28,2023-12-25 00:35:28
10649,10,2023-07-13 10:28:33,2023-07-13 19:28:33
10650,103,2023-03-30 10:20:07,2023-03-30 21:20:07
10651,87,2023-09-30 09:35:09,2023-09-30 18:35:09
10652,181,2023-11-26 22:18:12,2023-11-27 08:18:12
10653,147,2023-11-25 03:27:18,2023-11-25 13:27:18
10654,195,2023-08-10 03:44:06,2023-08-10 09:44:06
10655,198,2023-04-03 05:18:00,2023-04-03 17:18:00
10656,77,2023-06-02 15:24:41,2023-06-03 00:24:41
10657,133,2023-08-01 08:52:49,2023-08-01 16:52:49
10658,167,2023-06-24 22:26:04,2023-06-25 06:26:04
10659,164,2023-05-06 12:52:48,2023-05-06 18:52:48
10660,176,2023-06-14 21:45:59,2023-06-15 09:45:59
10661,37,2023-07-02 23:32:21,2023-07-03 09:32:21
10662,123,2023-11-28 12:25:04,2023-11-28 20:25:04
10663,23,2023-09-21 10:45:07,2023-09-21 18:45:07
10664,62,2023-07-01 11:05:50,2023-07-01 18:05:50
10665,11,2023-09-27 08:38:08,2023-09-27 16:38:08
10666,67,2023-07-26 21:15:53,2023-07-27 08:15:53
10667,193,2023-05-23 10:10:48,2023-05-23 17:10:48
10668,73,2023-05-30 20:28:05,2023-05-31 08:28:05
10669,149,2023-12-05 05:51:02,2023-12-05 15:51:02
10670,164,2023-07-01 09:39:32,2023-07-01 15:39:32
10671,157,2023-10-02 16:02:50,2023-10-03 02:02:50
10672,92,2023-03-07 04:32:45,2023-03-07 13:32:45
10673,120,2023-12-12 01:05:55,2023-12-12 09:05:55
10674,17,2023-07-08 16:20:26,2023-07-09 00:20:26
10675,1,2023-12-10 17:44:20,2023-12-11 03:44:20
10676,46,2023-06-28 11:47:01,2023-06-28 18:47:01
10677,48,2023-03-23 07:14:06,2023-03-23 17:14:06
10678,90,2023-05-02 16:17:12,2023-05-02 22:17:12
10679,5,2023-12-16 17:42:43,2023-12-17 02:42:43
10680,62,2023-08-04 22:58:02,2023-08-05 08:58:02
10681,193,2023-08-21 09:07:07,2023-08-21 20:07:07
10682,130,2023-05-29 10:11:05,2023-05-29 21:11:05
10683,97,2023-12-28 22:53:45,2023-12-29 08:53:45
10684,144,2023-07-21 05:42:07,2023-07-21 15:42:07
10685,112,2023-02-25 16:43:14,2023-02-26 00:43:14
10686,30,2023-08-09 01:29:06,2023-08-09 07:29:06
10687,125,2023-06-27 10:38:25,2023-06-27 21:38:25
10688,135,2023-02-10 22:15:16,2023-02-11 06:15:16
10689,66,2023-06-20 11:15:32,2023-06-20 22:15:32
10690,106,2023-10-25 16:28:26,2023-10-25 23:28:26
10691,122,2023-08-24 14:44:46,2023-08-24 21:44:46
10692,187,2023-11-29 20:30:11,2023-11-30 05:30:11
10693,139,2023-08-29 04:31:28,2023-08-29 13:31:28
10694,21,2023-04-02 17:54:49,2023-04-03 04:54:49
10695,53,2023-06-11 01:11:20,2023-06-11 12:11:20
10696,153,2023-07-30 17:54:21,2023-07-31 05:54:21
10697,60,2023-03-11 11:08:00,2023-03-11 18:08:00
10698,191,2023-09-16 04:38:10,2023-09-16 10:38:10
10699,159,2023-07-03 00:54:07,2023-07-03 11:54:07
10700,64,2023-02-01 08:20:11,2023-02-01 18:20:11
10701,165,2023-12-10 14:18:21,2023-12-10 20:18:21
10702,171,2023-10-28 05:17:32,2023-10-28 17:17:32
10703,101,2023-11-09 01:40:22,2023-11-09 10:40:22
10704,188,2023-01-25 13:14:19,2023-01-25 23:14:19
10705,120,2023-03-31 14:13:07,2023-03-31 22:13:07
10706,92,2023-12-16 07:46:56,2023-12-16 15:46:56
10707,114,2023-12-31 12:08:57,2023-12-31 23:08:57
10708,77,2023-05-24 13:24:01,2023-05-25 00:24:01
10709,190,2023-02-14 19:01:40,2023-02-15 05:01:40
10710,45,2023-08-02 17:45:34,2023-08-03 04:45:34
10711,44,2023-04-30 17:24:53,2023-05-01 04:24:53
10712,60,2023-08-02 06:17:06,2023-08-02 15:17:06
10713,53,2023-10-26 15:44:17,2023-10-26 22:44:17
10714,145,2023-04-09 02:28:23,2023-04-09 12:28:23
10715,35,2023-11-07 05:28:49,2023-11-07 16:28:49
10716,123,2023-03-10 15:01:42,2023-03-11 02:01:42
10717,116,2023-05-25 19:01:30,2023-05-26 01:01:30
10718,118,2023-12-30 05:44:09,2023-12-30 11:44:09
10719,83,2023-11-26 19:21:08,2023-11-27 03:21:08
10720,82,2023-12-25 03:43:43,2023-12-25 10:43:43
10721,8,2023-08-25 04:21:19,2023-08-25 15:21:19
10722,187,2023-01-15 02:19:34,2023-01-15 09:19:34
10723,17,2023-08-15 17:17:23,2023-08-16 00:17:23
10724,86,2023-06-19 10:58:04,2023-06-19 16:58:04
10725,70,2023-11-08 19:26:53,2023-11-09 05:26:53
10726,102,2023-08-08 02:58:54,2023-08-08 12:58:54
10727,67,2023-06-10 21:53:42,2023-06-11 03:53:42
10728,196,2023-11-08 19:09:24,2023-11-09 03:09:24
10729,115,2023-03-28 14:56:21,2023-03-29 00:56:21
10730,87,2023-04-09 11:15:21,2023-04-09 18:15:21
10731,65,2023-01-19 15:45:39,2023-01-19 22:45:39
10732,108,2023-06-14 23:07:44,2023-06-15 06:07:44
10733,10,2023-11-12 01:49:59,2023-11-12 08:49:59
10734,107,2023-11-09 03:03:31,2023-11-09 13:03:31
10735,170,2023-10-13 01:21:28,2023-10-13 09:21:28
10736,175,2023-07-19 04:56:41,2023-07-19 12:56:41
10737,74,2023-09-08 19:39:56,2023-09-09 07:39:56
10738,106,2023-03-23 03:44:11,2023-03-23 10:44:11
10739,136,2023-08-07 11:40:19,2023-08-07 23:40:19
10740,77,2023-07-06 01:31:50,2023-07-06 07:31:50
10741,183,2023-08-08 11:39:23,2023-08-08 18:39:23
10742,73,2023-08-26 07:23:24,2023-08-26 13:23:24
10743,83,2023-03-02 06:15:02,2023-03-02 14:15:02
10744,146,2023-02-27 02:30:13,2023-02-27 13:30:13
10745,113,2023-07-20 21:36:58,2023-07-21 04:36:58
10746,59,2023-10-16 15:53:11,2023-10-17 01:53:11
10747,65,2023-08-24 02:15:04,2023-08-24 14:15:04
10748,58,2023-03-22 04:02:56,2023-03-22 15:02:56
10749,182,2023-09-14 05:27:00,2023-09-14 14:27:00
10750,37,2023-05-03 23:40:53,2023-05-04 11:40:53
10751,7,2023-03-10 18:01:10,2023-03-11 02:01:10
10752,157,2023-06-29 20:35:40,2023-06-30 06:35:40
10753,40,2023-09-13 01:40:31,2023-09-13 08:40:31
10754,154,2023-07-21 03:03:23,2023-07-21 15:03:23
10755,145,2023-02-11 05:48:25,2023-02-11 16:48:25
10756,48,2023-04-23 22:26:14,2023-04-24 04:26:14
10757,194,2023-12-27 15:06:33,2023-12-27 23:06:33
10758,199,2023-01-31 01:59:27,2023-01-31 11:59:27
10759,124,2023-06-01 01:38:06,2023-06-01 12:38:06
10760,72,2023-03-25 12:49:14,2023-03-25 19:49:14
10761,194,2023-01-24 14:40:42,2023-01-24 22:40:42
10762,156,2023-10-11 01:03:10,2023-10-11 10:03:10
10763,174,2023-11-24 11:58:04,2023-11-24 21:58:04
10764,161,2023-06-01 23:59:28,2023-06-02 07:59:28
10765,47,2023-02-23 11:06:05,2023-02-23 19:06:05
10766,84,2023-07-08 21:36:55,2023-07-09 04:36:55
10767,134,2023-10-29 06:23:36,2023-10-29 18:23:36
10768,164,2023-02-09 01:04:57,2023-02-09 12:04:57
10769,81,2023-08-14 19:34:43,2023-08-15 01:34:43
10770,62,2023-08-20 23:14:31,2023-08-21 11:14:31
10771,22,2023-10-22 03:19:55,2023-10-22 11:19:55
10772,54,2023-07-12 13:58:50,2023-07-12 23:58:50
10773,69,2023-05-06 02:40:37,2023-05-06 08:40:37
10774,149,2023-12-03 02:25:10,2023-12-03 08:25:10
10775,118,2023-08-14 13:51:23,2023-08-14 21:51:23
10776,61,2023-08-24 06:14:54,2023-08-24 13:14:54
10777,54,2023-08-25 07:09:50,2023-08-25 13:09:50
10778,17,2023-01-17 14:56:55,2023-01-18 01:56:55
10779,68,2023-05-05 17:24:26,2023-05-05 23:24:26
10780,61,2023-06-22 19:14:02,2023-06-23 01:14:02
10781,132,2023-05-04 22:38:12,2023-05-05 09:38:12
10782,144,2023-05-13 12:24:33,2023-05-13 18:24:33
10783,52,2023-03-01 22:49:36,2023-03-02 05:49:36
10784,35,2023-06-16 15:33:43,2023-06-17 01:33:43
10785,110,2023-12-12 16:43:39,2023-12-13 01:43:39
10786,169,2023-01-22 21:13:37,2023-01-23 08:13:37
10787,181,2023-11-03 05:11:59,2023-11-03 16:11:59
10788,3,2023-07-24 19:25:07,2023-07-25 01:25:07
10789,72,2023-04-06 07:12:23,2023-04-06 19:12:23
10790,147,2023-07-02 22:00:01,2023-07-03 08:00:01
10791,25,2023-05-09 06:25:14,2023-05-09 18:25:14
10792,143,2023-01-27 04:05:23,2023-01-27 10:05:23
10793,25,2023-03-12 01:33:08,2023-03-12 13:33:08
10794,38,2023-10-24 00:56:11,2023-10-24 07:56:11
10795,41,2023-09-07 05:21:22,2023-09-07 13:21:22
10796,181,2023-12-09 13:04:03,2023-12-09 19:04:03
10797,176,2023-01-31 11:49:16,2023-01-31 18:49:16
10798,83,2023-08-08 08:47:58,2023-08-08 20:47:58
10799,157,2023-06-09 13:11:11,2023-06-10 00:11:11
10800,66,2023-12-09 11:40:50,2023-12-09 20:40:50
10801,24,2023-07-16 23:50:01,2023-07-17 09:50:01
10802,176,2023-07-05 19:09:58,2023-07-06 03:09:58
10803,56,2023-06-19 05:37:27,2023-06-19 12:37:27
10804,193,2023-04-17 05:42:06,2023-04-17 16:42:06
10805,133,2023-08-17 05:22:15,2023-08-17 17:22:15
10806,127,2023-06-01 12:22:11,2023-06-01 23:22:11
10807,24,2023-03-31 05:02:28,2023-03-31 13:02:28
10808,125,2023-01-11 04:32:05,2023-01-11 14:32:05
10809,199,2023-05-29 07:36:32,2023-05-29 18:36:32
10810,184,2023-12-21 12:41:06,2023-12-21 21:41:06
10811,122,2023-09-23 13:06:57,2023-09-23 20:06:57
10812,57,2023-09-09 03:16:28,2023-09-09 11:16:28
10813,107,2023-03-29 23:48:08,2023-03-30 05:48:08
10814,74,2023-10-22 03:06:55,2023-10-22 10:06:55
10815,32,2023-10-03 00:59:35,2023-10-03 09:59:35
10816,95,2023-04-16 17:57:36,2023-04-17 04:57:36
10817,50,2023-12-28 06:59:58,2023-12-28 18:59:58
10818,51,2023-09-13 04:44:15,2023-09-13 12:44:15
10819,15,2023-12-27 13:13:48,2023-12-27 20:13:48
10820,173,2023-09-19 20:56:19,2023-09-20 07:56:19
10821,140,2023-09-02 21:13:57,2023-09-03 07:13:57
10822,24,2023-07-27 18:22:13,2023-07-28 02:22:13
10823,72,2023-03-01 17:20:45,2023-03-02 04:20:45
10824,79,2023-09-19 23:18:17,2023-09-20 10:18:17
10825,83,2023-06-19 16:12:02,2023-06-20 03:12:02
10826,93,2023-10-19 05:54:13,2023-10-19 12:54:13
10827,106,2023-10-30 01:14:29,2023-10-30 09:14:29
10828,112,2023-09-08 13:47:13,2023-09-08 20:47:13
10829,11,2023-11-06 02:40:21,2023-11-06 12:40:21
10830,170,2023-03-10 20:19:55,2023-03-11 03:19:55
10831,40,2023-03-11 04:18:10,2023-03-11 10:18:10
10832,152,2023-11-03 10:36:08,2023-11-03 18:36:08
10833,14,2023-09-13 21:51:40,2023-09-14 05:51:40
10834,132,2023-01-27 00:31:45,2023-01-27 09:31:45
10835,45,2023-03-27 01:19:38,2023-03-27 07:19:38
10836,151,2023-06-15 21:18:00,2023-06-16 03:18:00
10837,196,2023-10-28 04:25:42,2023-10-28 15:25:42
10838,23,2023-02-11 11:59:01,2023-02-11 17:59:01
10839,147,2023-05-27 06:01:39,2023-05-27 12:01:39
10840,155,2023-04-28 15:23:35,2023-04-29 01:23:35
10841,97,2023-11-03 20:09:38,2023-11-04 07:09:38
10842,198,2023-11-17 07:18:48,2023-11-17 17:18:48
10843,108,2023-06-10 17:38:59,2023-06-11 03:38:59
10844,32,2023-11-02 21:51:29,2023-11-03 07:51:29
10845,28,2023-10-05 07:59:21,2023-10-05 16:59:21
10846,52,2023-12-19 04:22:24,2023-12-19 16:22:24
10847,92,2023-01-25 09:46:30,2023-01-25 21:46:30
10848,45,2023-05-15 10:02:57,2023-05-15 16:02:57
10849,104,2023-10-08 19:56:03,2023-10-09 02:56:03
10850,133,2023-09-16 22:57:53,2023-09-17 05:57:53
10851,95,2023-07-06 15:18:03,2023-07-07 00:18:03
10852,19,2023-10-13 19:06:33,2023-10-14 03:06:33
10853,158,2023-09-26 12:19:05,2023-09-26 19:19:05
10854,123,2023-02-12 16:26:56,2023-02-12 23:26:56
10855,169,2023-03-11 01:22:24,2023-03-11 07:22:24
10856,90,2023-06-19 00:40:34,2023-06-19 09:40:34
10857,39,2023-11-15 05:39:16,2023-11-15 16:39:16
10858,190,2023-10-12 17:17:46,2023-10-13 04:17:46
10859,125,2023-10-11 07:05:13,2023-10-11 18:05:13
10860,121,2023-03-12 17:17:57,2023-03-13 03:17:57
10861,103,2023-02-23 23:36:42,2023-02-24 11:36:42
10862,56,2023-11-11 07:03:13,2023-11-11 17:03:13
10863,195,2023-08-24 00:49:09,2023-08-24 09:49:09
10864,181,2023-08-05 01:09:33,2023-08-05 13:09:33
10865,160,2023-11-19 11:15:16,2023-11-19 22:15:16
10866,53,2023-11-03 10:06:05,2023-11-03 21:06:05
10867,105,2023-12-11 09:38:31,2023-12-11 21:38:31
10868,161,2023-10-05 14:23:52,2023-10-06 01:23:52
10869,64,2023-03-28 23:25:47,2023-03-29 07:25:47
10870,150,2023-03-19 07:34:29,2023-03-19 14:34:29
10871,167,2023-02-25 18:24:53,2023-02-26 05:24:53
10872,136,2023-12-19 08:32:05,2023-12-19 17:32:05
10873,106,2023-03-17 07:24:41,2023-03-17 15:24:41
10874,11,2023-10-08 12:59:48,2023-10-08 22:59:48
10875,138,2023-10-13 19:39:50,2023-10-14 06:39:50
10876,79,2023-06-14 11:18:09,2023-06-14 19:18:09
10877,74,2023-04-01 09:47:07,2023-04-01 19:47:07
10878,140,2023-04-17 04:49:44,2023-04-17 12:49:44
10879,121,2023-12-04 20:12:49,2023-12-05 07:12:49
10880,87,2023-10-27 04:08:06,2023-10-27 14:08:06
10881,41,2023-08-25 14:26:02,2023-08-26 01:26:02
10882,4,2023-08-30 18:49:57,2023-08-31 02:49:57
10883,96,2023-01-04 15:32:47,2023-01-04 23:32:47
10884,199,2023-03-17 03:40:25,2023-03-17 14:40:25
10885,151,2023-03-03 13:06:58,2023-03-03 21:06:58
10886,40,2023-04-22 13:42:28,2023-04-23 01:42:28
10887,97,2023-12-30 11:32:17,2023-12-30 23:32:17
10888,181,2023-07-24 21:10:38,2023-07-25 03:10:38
10889,68,2023-01-04 16:03:04,2023-01-04 23:03:04
10890,105,2023-02-22 21:47:54,2023-02-23 04:47:54
10891,63,2023-05-19 01:19:31,2023-05-19 08:19:31
10892,64,2023-01-25 14:50:51,2023-01-26 01:50:51
10893,193,2023-11-28 14:28:10,2023-11-28 20:28:10
10894,47,2023-07-09 08:19:46,2023-07-09 16:19:46
10895,37,2023-08-23 02:18:41,2023-08-23 12:18:41
10896,37,2023-08-26 17:52:03,2023-08-27 01:52:03
10897,122,2023-09-10 00:20:55,2023-09-10 12:20:55
10898,125,2023-02-05 22:25:54,2023-02-06 10:25:54
10899,200,2023-04-09 23:28:54,2023-04-10 09:28:54
10900,178,2023-02-18 07:39:18,2023-02-18 17:39:18
10901,52,2023-07-30 20:25:59,2023-07-31 07:25:59
10902,187,2023-11-10 00:35:05,2023-11-10 10:35:05
10903,178,2023-03-13 03:50:43,2023-03-13 12:50:43
10904,149,2023-08-11 17:04:32,2023-08-12 02:04:32
10905,169,2023-10-13 19:53:39,2023-10-14 04:53:39
10906,127,2023-07-08 22:42:46,2023-07-09 10:42:46
10907,53,2023-09-01 17:13:47,2023-09-02 05:13:47
10908,33,2023-02-05 14:23:51,2023-02-06 02:23:51
10909,10,2023-06-03 01:05:01,2023-06-03 13:05:01
10910,109,2023-09-16 06:42:50,2023-09-16 16:42:50
10911,16,2023-06-29 20:58:16,2023-06-30 06:58:16
10912,51,2023-09-01 13:06:11,2023-09-01 23:06:11
10913,76,2023-04-09 14:23:00,2023-04-10 02:23:00
10914,170,2023-01-15 15:37:39,2023-01-16 02:37:39
10915,24,2023-05-08 04:36:23,2023-05-08 13:36:23
10916,29,2023-04-12 16:27:12,2023-04-13 01:27:12
10917,153,2023-02-22 16:21:33,2023-02-23 03:21:33
10918,178,2023-06-27 02:37:18,2023-06-27 10:37:18
10919,87,2023-09-29 14:43:54,2023-09-29 21:43:54
10920,184,2023-02-21 22:35:24,2023-02-22 09:35:24
10921,146,2023-11-16 16:20:55,2023-11-17 00:20:55
10922,53,2023-12-26 19:44:51,2023-12-27 01:44:51
10923,110,2023-04-25 23:48:52,2023-04-26 09:48:52
10924,112,2023-03-25 07:42:18,2023-03-25 13:42:18
10925,36,2023-01-04 12:00:24,2023-01-04 22:00:24
10926,124,2023-02-27 02:06:58,2023-02-27 08:06:58
10927,77,2023-03-30 23:31:46,2023-03-31 07:31:46
10928,43,2023-07-09 01:07:19,2023-07-09 07:07:19
10929,25,2023-04-21 18:59:44,2023-04-22 05:59:44
10930,122,2023-07-11 19:01:56,2023-07-12 05:01:56
10931,105,2023-07-09 02:00:53,2023-07-09 08:00:53
10932,148,2023-08-21 08:44:55,2023-08-21 17:44:55
10933,177,2023-05-27 22:03:46,2023-05-28 05:03:46
10934,46,2023-12-21 20:09:15,2023-12-22 05:09:15
10935,54,2023-06-06 07:25:58,2023-06-06 15:25:58
10936,195,2023-07-09 22:43:21,2023-07-10 09:43:21
10937,61,2023-12-04 17:16:50,2023-12-05 05:16:50
10938,82,2023-11-07 23:30:55,2023-11-08 10:30:55
10939,66,2023-03-17 11:34:15,2023-03-17 19:34:15
10940,44,2023-04-15 23:34:33,2023-04-16 11:34:33
10941,128,2023-09-01 00:06:57,2023-09-01 07:06:57
10942,89,2023-02-11 13:09:27,2023-02-11 19:09:27
10943,122,2023-08-20 13:53:20,2023-08-20 22:53:20
10944,165,2023-02-16 12:32:53,2023-02-16 21:32:53
10945,7,2023-10-13 21:37:52,2023-10-14 03:37:52
10946,71,2023-08-28 00:03:15,2023-08-28 11:03:15
10947,73,2023-04-22 00:23:10,2023-04-22 11:23:10
10948,180,2023-10-22 00:12:43,2023-10-22 12:12:43
10949,163,2023-11-27 10:01:40,2023-11-27 22:01:40
10950,108,2023-09-15 02:54:48,2023-09-15 08:54:48
10951,70,2023-04-14 20:34:35,2023-04-15 04:34:35
10952,66,2023-07-17 14:37:22,2023-07-17 23:37:22
10953,157,2023-07-09 10:02:01,2023-07-09 21:02:01
10954,37,2023-08-29 05:41:53,2023-08-29 14:41:53
10955,134,2023-08-08 12:37:37,2023-08-08 19:37:37
10956,114,2023-04-01 07:55:10,2023-04-01 18:55:10
10957,8,2023-05-22 04:00:48,2023-05-22 11:00:48
10958,27,2023-08-12 12:37:34,2023-08-12 19:37:34
10959,14,2023-03-12 05:10:56,2023-03-12 15:10:56
10960,174,2023-07-30 21:00:02,2023-07-31 07:00:02
10961,41,2023-08-15 07:22:08,2023-08-15 18:22:08
10962,39,2023-01-15 21:16:16,2023-01-16 06:16:16
10963,139,2023-11-30 19:43:02,2023-12-01 05:43:02
10964,129,2023-10-27 18:49:09,2023-10-28 00:49:09
10965,108,2023-12-07 16:17:45,2023-12-08 01:17:45
10966,41,2023-08-19 21:06:56,2023-08-20 06:06:56
10967,70,2023-06-07 01:05:57,2023-06-07 08:05:57
10968,113,2023-05-29 06:59:22,2023-05-29 14:59:22
10969,15,2023-04-25 09:26:44,2023-04-25 21:26:44
10970,154,2023-09-03 05:26:51,2023-09-03 15:26:51
10971,5,2023-10-14 03:09:27,2023-10-14 13:09:27
10972,151,2023-03-25 16:38:00,2023-03-25 22:38:00
10973,26,2023-09-26 23:55:56,2023-09-27 09:55:56
10974,176,2023-11-06 02:54:11,2023-11-06 13:54:11
10975,144,2023-10-09 18:16:25,2023-10-10 03:16:25
10976,19,2023-02-02 00:33:30,2023-02-02 11:33:30
10977,28,2023-05-06 19:28:16,2023-05-07 01:28:16
10978,137,2023-01-04 22:36:05,2023-01-05 06:36:05
10979,22,2023-09-19 23:45:13,2023-09-20 05:45:13
10980,95,2023-08-04 18:32:20,2023-08-05 01:32:20
10981,121,2023-01-29 00:37:49,2023-01-29 11:37:49
10982,116,2023-05-27 01:39:22,2023-05-27 13:39:22
10983,85,2023-11-30 19:00:52,2023-12-01 03:00:52
10984,19,2023-03-19 17:07:06,2023-03-20 03:07:06
10985,9,2023-09-09 22:43:25,2023-09-10 06:43:25
10986,163,2023-12-27 09:06:05,2023-12-27 17:06:05
10987,65,2023-07-18 01:10:49,2023-07-18 08:10:49
10988,199,2023-07-30 04:42:01,2023-07-30 13:42:01
10989,137,2023-03-28 04:17:39,2023-03-28 14:17:39
10990,30,2023-12-02 13:23:53,2023-12-03 00:23:53
10991,65,2023-07-17 18:56:41,2023-07-18 00:56:41
10992,56,2023-11-21 12:43:38,2023-11-21 22:43:38
10993,36,2023-06-10 06:11:59,2023-06-10 18:11:59
10994,169,2023-09-14 13:55:27,2023-09-14 22:55:27
10995,91,2023-05-27 09:22:37,2023-05-27 18:22:37
10996,80,2023-10-24 09:44:19,2023-10-24 18:44:19
10997,194,2023-09-30 11:30:52,2023-09-30 18:30:52
10998,117,2023-09-03 10:02:33,2023-09-03 18:02:33
10999,141,2023-06-30 07:02:08,2023-06-30 19:02:08
11000,58,2023-07-13 01:28:54,2023-07-13 09:28:54
11001,73,2023-04-24 05:49:30,2023-04-24 16:49:30
11002,78,2023-06-17 06:11:26,2023-06-17 12:11:26
11003,122,2023-12-02 11:21:43,2023-12-02 23:21:43
11004,186,2023-04-29 06:04:43,2023-04-29 12:04:43
11005,114,2023-08-25 14:57:54,2023-08-25 20:57:54
11006,186,2023-12-23 21:25:44,2023-12-24 03:25:44
11007,158,2023-12-11 09:54:11,2023-12-11 21:54:11
11008,61,2023-04-12 14:31:23,2023-04-12 23:31:23
11009,35,2023-05-23 23:53:56,2023-05-24 05:53:56
11010,150,2023-08-17 02:52:09,2023-08-17 11:52:09
11011,47,2023-04-22 22:03:52,2023-04-23 04:03:52
11012,187,2023-07-06 02:52:32,2023-07-06 08:52:32
11013,180,2023-12-18 14:52:18,2023-12-19 01:52:18
11014,126,2023-10-11 14:59:02,2023-10-11 21:59:02
11015,68,2023-10-06 21:07:25,2023-10-07 03:07:25
11016,88,2023-01-12 00:13:27,2023-01-12 06:13:27
11017,22,2023-01-02 08:42:05,2023-01-02 20:42:05
11018,200,2023-11-26 08:51:10,2023-11-26 19:51:10
11019,15,2023-09-05 08:16:51,2023-09-05 19:16:51
11020,19,2023-05-22 08:13:54,2023-05-22 17:13:54
11021,122,2023-08-30 18:04:53,2023-08-31 03:04:53
11022,157,2023-08-03 14:22:23,2023-08-03 23:22:23
11023,5,2023-10-17 19:33:21,2023-10-18 03:33:21
11024,8,2023-01-21 01:55:45,2023-01-21 10:55:45
11025,125,2023-09-24 03:01:52,2023-09-24 10:01:52
11026,82,2023-01-23 02:37:10,2023-01-23 09:37:10
11027,58,2023-05-02 17:39:05,2023-05-03 01:39:05
11028,159,2023-10-12 20:15:02,2023-10-13 02:15:02
11029,17,2023-03-12 10:02:42,2023-03-12 16:02:42
11030,59,2023-05-13 00:14:27,2023-05-13 07:14:27
